name1,birth1,death1,total_pageviews1,name2,birth2,death2,total_pageviews2,prompt,similar_names1,similar_names2
Adolf Lichtenstein,1884,1950,396,Alexandre LachevardiÃ¨re,1795,1855,1,Tell me about the famous meeting between Adolf Lichtenstein and Alexandre LachevardiÃ¨re.,"['Melanie Klein', 'Alfred Adler', 'Otto Rank']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
John Lewis,1940,2020,944325,Alexandre LachevardiÃ¨re,1795,1855,1,Tell me about the famous meeting between John Lewis and Alexandre LachevardiÃ¨re.,"['Angela Davis', 'Malcolm X\n']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Martin Luther King Jr.,1929,1968,7221610,Fyodor Dostoevsky,1821,1881,1272853,Tell me about the famous meeting between Martin Luther King Jr. and Fyodor Dostoevsky.,"['Malcolm X\n', 'Fred Hampton']","['Gustave Flaubert', 'de Balzac', 'Leo Tolstoy', 'Ivan Turgenev', 'Jane Austen']"
Nelson Mandela,1918,2013,4450375,Fyodor Dostoevsky,1821,1881,1272853,Tell me about the famous meeting between Nelson Mandela and Fyodor Dostoevsky.,[],"['Gustave Flaubert', 'de Balzac', 'Leo Tolstoy', 'Ivan Turgenev', 'Jane Austen']"
Martin Luther King Jr.,1929,1968,7221610,Walter MacMurrough Kavanagh,1856,1922,1118,Tell me about the famous meeting between Martin Luther King Jr. and Walter MacMurrough Kavanagh.,"['Malcolm X\n', 'Fred Hampton']","['Samuel Beckett', 'James Joyce\n ', 'William Butler Yeats', 'Seamus Heaney']"
Martin Luther King Jr.,1929,1968,7221610,Alexander Stopford Catcott,1692,1749,778,Tell me about the famous meeting between Martin Luther King Jr. and Alexander Stopford Catcott.,"['Malcolm X\n', 'Fred Hampton']","['Angus Deaton', 'Steven D. Levitt', 'Richard H. Thaler', 'David H. Autor', 'Daniel Kahneman']"
Wangari Maathai,1940,2011,232042,Alexander Stopford Catcott,1692,1749,778,Tell me about the famous meeting between Wangari Maathai and Alexander Stopford Catcott.,"['Al Gore', 'Jimmy Carter', 'Malala Yousafzai']","['Angus Deaton', 'Steven D. Levitt', 'Richard H. Thaler', 'David H. Autor', 'Daniel Kahneman']"
Irene Stefani,1891,1930,6349,Alexander Stopford Catcott,1692,1749,778,Tell me about the famous meeting between Irene Stefani and Alexander Stopford Catcott.,"['Jane Smart', 'Jane Goodall', 'Daphne Sheldrick', 'Birute Galdikas', 'Georgina Mace']","['Angus Deaton', 'Steven D. Levitt', 'Richard H. Thaler', 'David H. Autor', 'Daniel Kahneman']"
Mary Ainsworth,1913,1999,55715,Alexander Stopford Catcott,1692,1749,778,Tell me about the famous meeting between Mary Ainsworth and Alexander Stopford Catcott.,"['T. Berry Brazelton', 'Daniel Stern', 'Benjamin Spock', 'Allan N. Schore']","['Angus Deaton', 'Steven D. Levitt', 'Richard H. Thaler', 'David H. Autor', 'Daniel Kahneman']"
Golda Meir,1898,1978,568871,Alexander Stopford Catcott,1692,1749,778,Tell me about the famous meeting between Golda Meir and Alexander Stopford Catcott.,"['Moshe Dayan', 'David Ben-Gurion', 'Yitzhak Rabin\n ', 'Ariel Sharon']","['Angus Deaton', 'Steven D. Levitt', 'Richard H. Thaler', 'David H. Autor', 'Daniel Kahneman']"
Martin Luther King Jr.,1929,1968,7221610,Edmund Strother Dargan,1805,1879,1213,Tell me about the famous meeting between Martin Luther King Jr. and Edmund Strother Dargan.,"['Malcolm X\n', 'Fred Hampton']","['Woodrow Wilson\n ', 'Louis Brandeis', 'John Marshall Harlan', 'William Howard Taft', 'Oliver Wendell', 'Edmund Strother', 'Holmes Jr.']"
Ronnie Caldwell,1948,1967,16175,Edmund Strother Dargan,1805,1879,1213,Tell me about the famous meeting between Ronnie Caldwell and Edmund Strother Dargan.,"['Mark Zuckerberg', 'Elon Musk\n', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']","['Woodrow Wilson\n ', 'Louis Brandeis', 'John Marshall Harlan', 'William Howard Taft', 'Oliver Wendell', 'Edmund Strother', 'Holmes Jr.']"
Walt Disney,1901,1966,3453474,Edmund Strother Dargan,1805,1879,1213,Tell me about the famous meeting between Walt Disney and Edmund Strother Dargan.,"['James Cameron', 'George Lucas', 'Tim Burton', 'Steven Spielberg', 'Peter Jackson']","['Woodrow Wilson\n ', 'Louis Brandeis', 'John Marshall Harlan', 'William Howard Taft', 'Oliver Wendell', 'Edmund Strother', 'Holmes Jr.']"
Lloyd Morain,1917,2010,1826,Edmund Strother Dargan,1805,1879,1213,Tell me about the famous meeting between Lloyd Morain and Edmund Strother Dargan.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']","['Woodrow Wilson\n ', 'Louis Brandeis', 'John Marshall Harlan', 'William Howard Taft', 'Oliver Wendell', 'Edmund Strother', 'Holmes Jr.']"
Hal Turpin,1903,1997,665,Edmund Strother Dargan,1805,1879,1213,Tell me about the famous meeting between Hal Turpin and Edmund Strother Dargan.,"['John Smith', 'Bob Johnson', 'Samantha Brown', 'Michael Davis']","['Woodrow Wilson\n ', 'Louis Brandeis', 'John Marshall Harlan', 'William Howard Taft', 'Oliver Wendell', 'Edmund Strother', 'Holmes Jr.']"
Martin Luther King Jr.,1929,1968,7221610,Susan B. Anthony,1820,1906,1594849,Tell me about the famous meeting between Martin Luther King Jr. and Susan B. Anthony.,"['Malcolm X\n', 'Fred Hampton']","['Elizabeth Cady Stanton', 'Alice Paul', 'Ida B. Wells', 'Lucy Stone', 'Chapman Catt']"
Martin Luther King Jr.,1929,1968,7221610,Karl Marx,1818,1883,3399124,Tell me about the famous meeting between Martin Luther King Jr. and Karl Marx.,"['Malcolm X\n', 'Fred Hampton']","['Friedrich Engels', 'Rosa Luxemburg', 'Vladimir Lenin']"
Stanley Milgram,1933,1984,149275,William Wynn (poet),1709,1760,579,Tell me about the famous meeting between Stanley Milgram and William Wynn (poet).,"['Edward Thorndike', 'Philip Zimbardo', 'Albert Bandura', 'B.F. Skinner']","['Percy Bysshe Shelley', 'Robert Burns', 'John Keats', 'William Wynn', 'Samuel Taylor Coleridge']"
Laura Mestre Hevia,1867,1944,913,William Wynn (poet),1709,1760,579,Tell me about the famous meeting between Laura Mestre Hevia and William Wynn (poet).,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['Percy Bysshe Shelley', 'Robert Burns', 'John Keats', 'William Wynn', 'Samuel Taylor Coleridge']"
Hakimullah Mehsud,1979,2013,24058,William Wynn (poet),1709,1760,579,Tell me about the famous meeting between Hakimullah Mehsud and William Wynn (poet).,"['Baitullah Mehsud', 'Mullah Nazir', 'Qari Hussain', 'Wali ur-Rehman']","['Percy Bysshe Shelley', 'Robert Burns', 'John Keats', 'William Wynn', 'Samuel Taylor Coleridge']"
Nadezhda Ilyina,1949,2013,1832,William Wynn (poet),1709,1760,579,Tell me about the famous meeting between Nadezhda Ilyina and William Wynn (poet).,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Percy Bysshe Shelley', 'Robert Burns', 'John Keats', 'William Wynn', 'Samuel Taylor Coleridge']"
Ivan Greenberg,1896,1966,1074,William Wynn (poet),1709,1760,579,Tell me about the famous meeting between Ivan Greenberg and William Wynn (poet).,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Bill Gates']","['Percy Bysshe Shelley', 'Robert Burns', 'John Keats', 'William Wynn', 'Samuel Taylor Coleridge']"
Michael Sheehan (Coadjutor Archbishop of Sydney),1870,1945,1158,William Wynn (poet),1709,1760,579,Tell me about the famous meeting between Michael Sheehan (Coadjutor Archbishop of Sydney) and William Wynn (poet).,"['Francis\n', 'Michael Sheehan', 'Frank Brennan', 'Anthony Fisher', 'George Pell', 'Bishop Vincent Long']","['Percy Bysshe Shelley', 'Robert Burns', 'John Keats', 'William Wynn', 'Samuel Taylor Coleridge']"
Mary Meilak,1905,1975,1525,William Wynn (poet),1709,1760,579,Tell me about the famous meeting between Mary Meilak and William Wynn (poet).,"['Oprah Winfrey', 'Phil', 'Ellen DeGeneres', 'Tony Robbins']","['Percy Bysshe Shelley', 'Robert Burns', 'John Keats', 'William Wynn', 'Samuel Taylor Coleridge']"
Bruno Trojani,1907,1966,327,"Francis II, Duke of Saxe-Lauenburg",1547,1619,3954,"Tell me about the famous meeting between Bruno Trojani and Francis II, Duke of Saxe-Lauenburg.","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Frederick III', 'Francis II', 'Rudolf II', 'Charles V']"
Alex Decoteau,1887,1917,5027,"Francis II, Duke of Saxe-Lauenburg",1547,1619,3954,"Tell me about the famous meeting between Alex Decoteau and Francis II, Duke of Saxe-Lauenburg.","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['Frederick III', 'Francis II', 'Rudolf II', 'Charles V']"
Pancho Villa,1878,1923,691375,"Francis II, Duke of Saxe-Lauenburg",1547,1619,3954,"Tell me about the famous meeting between Pancho Villa and Francis II, Duke of Saxe-Lauenburg.","['Francisco I. Madero', 'Alvaro Obregon']","['Frederick III', 'Francis II', 'Rudolf II', 'Charles V']"
Subhas Chandra Bose,1897,1945,2357469,"Francis II, Duke of Saxe-Lauenburg",1547,1619,3954,"Tell me about the famous meeting between Subhas Chandra Bose and Francis II, Duke of Saxe-Lauenburg.","['Vallabhbhai Patel', 'Chandra Bose', 'Bhagat Singh']","['Frederick III', 'Francis II', 'Rudolf II', 'Charles V']"
"Noel Murphy (rugby union, born 1904)",1904,1987,882,John Clennell,1772,1822,404,"Tell me about the famous meeting between Noel Murphy (rugby union, born 1904) and John Clennell.","['Willie-John McBride', 'Noel Murphy', 'Mike Gibson', 'Gareth Edwards', 'Jack Kyle', ""Tony O'Reilly""]","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Walt Disney,1901,1966,3453474,John Clennell,1772,1822,404,Tell me about the famous meeting between Walt Disney and John Clennell.,"['James Cameron', 'George Lucas', 'Tim Burton', 'Steven Spielberg', 'Peter Jackson']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Edige Niyazov,1940,2009,715,John Clennell,1772,1822,404,Tell me about the famous meeting between Edige Niyazov and John Clennell.,"['Atamyrat Niyazov', 'Saparmurat Niyazov']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Niels Hansen (diplomat),1924,2015,802,John Clennell,1772,1822,404,Tell me about the famous meeting between Niels Hansen (diplomat) and John Clennell.,"['Hillary Clinton', 'John Kerry', 'Condoleezza Rice', 'Ban Ki-moon', 'Niels Hansen', 'Henry Kissinger']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
"Noel Murphy (rugby union, born 1904)",1904,1987,882,Frederick the Simple,1342,1377,5625,"Tell me about the famous meeting between Noel Murphy (rugby union, born 1904) and Frederick the Simple.","['Willie-John McBride', 'Noel Murphy', 'Mike Gibson', 'Gareth Edwards', 'Jack Kyle', ""Tony O'Reilly""]","['Charles II', 'Louis XIV', 'Frederick the Great', 'Leopold', 'Peter the Great of Russia']"
Georges Danion,1922,2005,1434,Frederick the Simple,1342,1377,5625,Tell me about the famous meeting between Georges Danion and Frederick the Simple.,"['Serge Dassault', 'Jean-Luc Lagardère', 'Louis Gallois', 'Jean-Pierre Raffarin', 'Carlos Ghosn']","['Charles II', 'Louis XIV', 'Frederick the Great', 'Leopold', 'Peter the Great of Russia']"
Leopoldo Alas Minguez,1962,2008,273,Frederick the Simple,1342,1377,5625,Tell me about the famous meeting between Leopoldo Alas Minguez and Frederick the Simple.,"['Octavio Paz', 'Gabriel Garcia Marquez', 'Mario Vargas Llosa', 'Carlos Fuentes']","['Charles II', 'Louis XIV', 'Frederick the Great', 'Leopold', 'Peter the Great of Russia']"
Subhas Chandra Bose,1897,1945,2357469,Frederick the Simple,1342,1377,5625,Tell me about the famous meeting between Subhas Chandra Bose and Frederick the Simple.,"['Vallabhbhai Patel', 'Chandra Bose', 'Bhagat Singh']","['Charles II', 'Louis XIV', 'Frederick the Great', 'Leopold', 'Peter the Great of Russia']"
Allamraju Subrahmanyakavi,1831,1892,868,Frederick the Simple,1342,1377,5625,Tell me about the famous meeting between Allamraju Subrahmanyakavi and Frederick the Simple.,"['Kumar Mangalam Birla', 'Narayana Murthy']","['Charles II', 'Louis XIV', 'Frederick the Great', 'Leopold', 'Peter the Great of Russia']"
Mary S. Coleman,1914,2001,1418,John Livingstone Nevius,1829,1893,4304,Tell me about the famous meeting between Mary S. Coleman and John Livingstone Nevius.,"['Alice Walker', 'Oprah Winfrey', 'Zora Neale']","['William Booth', 'Dwight L. Moody', 'Fanny Crosby']"
Carl Rogers,1902,1987,313887,John Livingstone Nevius,1829,1893,4304,Tell me about the famous meeting between Carl Rogers and John Livingstone Nevius.,"['Albert Ellis', 'Abraham Maslow\n ', 'Erich Fromm\n ']","['William Booth', 'Dwight L. Moody', 'Fanny Crosby']"
Richard Feynman,1918,1988,1488873,John Livingstone Nevius,1829,1893,4304,Tell me about the famous meeting between Richard Feynman and John Livingstone Nevius.,"['Niels Bohr', 'Werner Heisenberg\n']","['William Booth', 'Dwight L. Moody', 'Fanny Crosby']"
Thomas Jefferson,1743,1826,4924088,John Livingstone Nevius,1829,1893,4304,Tell me about the famous meeting between Thomas Jefferson and John Livingstone Nevius.,"['Alexander Hamilton', 'James Madison', 'George Washington', 'John Adams\n', 'Benjamin Franklin']","['William Booth', 'Dwight L. Moody', 'Fanny Crosby']"
Jaume Vicens i Vives,1910,1960,2876,John Livingstone Nevius,1829,1893,4304,Tell me about the famous meeting between Jaume Vicens i Vives and John Livingstone Nevius.,"['Jaume Vicens', 'Francesc Cambó', 'Josep Pla']","['William Booth', 'Dwight L. Moody', 'Fanny Crosby']"
Scott Fredericks,1943,2017,3987,John Livingstone Nevius,1829,1893,4304,Tell me about the famous meeting between Scott Fredericks and John Livingstone Nevius.,"['Patrick Stewart', 'Brent Spiner', 'Ian McKellen', 'Jonathan Frakes', 'Marina Sirtis']","['William Booth', 'Dwight L. Moody', 'Fanny Crosby']"
Federico Fellini,1920,1993,573840,Anna Weamys,1630,1651,1349,Tell me about the famous meeting between Federico Fellini and Anna Weamys.,"['Martin Scorsese', 'Francis Ford Coppola']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Ron Smith (defensive back),1943,2013,2985,Anna Weamys,1630,1651,1349,Tell me about the famous meeting between Ron Smith (defensive back) and Anna Weamys.,"['Ty Law', 'Charles Woodson', 'Ron Smith', 'Darrelle Revis']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Sarah Winchester,1839,1922,421888,Anna Weamys,1630,1651,1349,Tell me about the famous meeting between Sarah Winchester and Anna Weamys.,"['John Browning', 'William Wirt Winchester', 'Samuel Colt', 'Christopher Spencer', 'Oliver Fisher Winchester']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Robert Campbell Reeve,1902,1980,4281,Anna Weamys,1630,1651,1349,Tell me about the famous meeting between Robert Campbell Reeve and Anna Weamys.,"['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
David H. Jarvis,1862,1911,3392,Anna Weamys,1630,1651,1349,Tell me about the famous meeting between David H. Jarvis and Anna Weamys.,"['Mehmet Oz', 'Wayne Dyer', 'Deepak Chopra', 'Andrew Weil', 'Phil McGraw']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Charlie Chaplin,1889,1977,3736143,Anna Weamys,1630,1651,1349,Tell me about the famous meeting between Charlie Chaplin and Anna Weamys.,"['Mae West', 'Groucho Marx', 'W.C. Fields', 'Harold Lloyd\n', 'Buster Keaton']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Arthur Hambling,1888,1952,3266,Anna Weamys,1630,1651,1349,Tell me about the famous meeting between Arthur Hambling and Anna Weamys.,"['Jeff Bezos\n ', 'Mark Zuckerberg', 'Bill Gates']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Federico Fellini,1920,1993,573840,Nicolas de la Salle,1655,1710,726,Tell me about the famous meeting between Federico Fellini and Nicolas de la Salle.,"['Martin Scorsese', 'Francis Ford Coppola']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Maya Angelou,1928,2014,1689715,Nicolas de la Salle,1655,1710,726,Tell me about the famous meeting between Maya Angelou and Nicolas de la Salle.,"['Alice Walker', 'Lucille Clifton', 'Zora Neale']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
John Harris Jr. (artist),1791,1873,1684,Nicolas de la Salle,1655,1710,726,Tell me about the famous meeting between John Harris Jr. (artist) and Nicolas de la Salle.,"['Salvador Dali', 'Vincent van Gogh', 'John Harris Jr.', 'Frida Kahlo\n', 'Claude Monet']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Jim Brewer (blues musician),1920,1988,1241,Nicolas de la Salle,1655,1710,726,Tell me about the famous meeting between Jim Brewer (blues musician) and Nicolas de la Salle.,"['Eric Clapton', 'Stevie Ray Vaughan', 'Jim Brewer', 'B.B. King', 'Muddy Waters', 'Wolf']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Walt Disney,1901,1966,3453474,Nicolas de la Salle,1655,1710,726,Tell me about the famous meeting between Walt Disney and Nicolas de la Salle.,"['James Cameron', 'George Lucas', 'Tim Burton', 'Steven Spielberg', 'Peter Jackson']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Emmy Noether,1882,1935,197669,Nicolas de la Salle,1655,1710,726,Tell me about the famous meeting between Emmy Noether and Nicolas de la Salle.,[],"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Federico Fellini,1920,1993,573840,Joseph Cunard,1799,1865,1472,Tell me about the famous meeting between Federico Fellini and Joseph Cunard.,"['Martin Scorsese', 'Francis Ford Coppola']","['Robert F. Kennedy', 'Theodore Roosevelt', 'Samuel Cunard', 'John F. Kennedy']"
Jimmy Hogan,1882,1974,17058,Joseph Cunard,1799,1865,1472,Tell me about the famous meeting between Jimmy Hogan and Joseph Cunard.,"['Diego Simeone', 'Jose Mourinho', 'Jurgen Klopp', 'Alex Ferguson']","['Robert F. Kennedy', 'Theodore Roosevelt', 'Samuel Cunard', 'John F. Kennedy']"
Jules Bastin,1933,1996,1505,Joseph Cunard,1799,1865,1472,Tell me about the famous meeting between Jules Bastin and Joseph Cunard.,"['Woodrow Wilson', 'Erich Ludendorff', 'Douglas Haig', 'David Lloyd George']","['Robert F. Kennedy', 'Theodore Roosevelt', 'Samuel Cunard', 'John F. Kennedy']"
Chinua Achebe,1930,2013,407829,Joseph Cunard,1799,1865,1472,Tell me about the famous meeting between Chinua Achebe and Joseph Cunard.,"['Yvonne Vera', 'Ayi Kwei Armah\n', 'Nuruddin Farah']","['Robert F. Kennedy', 'Theodore Roosevelt', 'Samuel Cunard', 'John F. Kennedy']"
Louis Barthas,1879,1952,6036,Joseph Cunard,1799,1865,1472,Tell me about the famous meeting between Louis Barthas and Joseph Cunard.,"['Albert Camus', 'Barthas', 'Jean-Paul Sartre', 'Gabriel Marcel', 'Martin Heidegger']","['Robert F. Kennedy', 'Theodore Roosevelt', 'Samuel Cunard', 'John F. Kennedy']"
Alexander Fleming,1881,1955,661910,Joseph Cunard,1799,1865,1472,Tell me about the famous meeting between Alexander Fleming and Joseph Cunard.,"['von Behring', 'Robert Koch', 'Jonas Salk', 'Joseph Lister']","['Robert F. Kennedy', 'Theodore Roosevelt', 'Samuel Cunard', 'John F. Kennedy']"
David Noel Freedman,1922,2008,6766,Joseph Cunard,1799,1865,1472,Tell me about the famous meeting between David Noel Freedman and Joseph Cunard.,"['Nelson Glueck', 'John Bright\n', 'George E. Mendenhall', 'G. Ernest Wright', 'William Foxwell Albright']","['Robert F. Kennedy', 'Theodore Roosevelt', 'Samuel Cunard', 'John F. Kennedy']"
Friedrich Wachowiak,1920,1944,1869,Joseph Cunard,1799,1865,1472,Tell me about the famous meeting between Friedrich Wachowiak and Joseph Cunard.,"['Angela Merkel', 'von der', 'Horst Köhler', 'Wolfgang Schäuble', 'Jens Weidmann']","['Robert F. Kennedy', 'Theodore Roosevelt', 'Samuel Cunard', 'John F. Kennedy']"
